Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_PROXY|       |-|application/proxy/module/proxyrpcHandle.cpp:64|subscribe|Successfully started subscriptions for TOPIC_BEACONS
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_BEACON|       |-|application/beacon/proxies/beaconService.cpp:119|initSubscriptions|Successfully started subscriptions for TOPIC_BEACONS
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/ue-measurements
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/ue-measurements/config-handover
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/ue-measurements/config-handover-permanent
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/ue-measurements/a3-handover
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/neighbour-cell-parameters
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/platform
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/acs-list
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/acs-list/acs
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/uplane-endpoint
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/start-restart
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/limits
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/feature-flags
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/timers
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/ric-controller-config
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/radio
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/radio/adi
Jun 09 15:41:51.681 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/radio/phy-c
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/radio/phy-c/sector-specific-values
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/radio/phy-c/sector-specific-values/antenna-specific-values
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/egtp
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/egtp/ue-egtp-config
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/egtp/enbEgtpSocketInterface
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/cqi-reporting
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/harq
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/sctp
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/sctp/enbSctpSocketInterface
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/gnss-internal
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/gnss-internal/gps-overwrite-value
Jun 09 15:41:51.682 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/s1ap
Jun 09 15:41:51.683 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/common
Jun 09 15:41:51.683 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/common/logging
Jun 09 15:41:51.683 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/wireshark-logging
Jun 09 15:41:51.683 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/wireshark-logging/stats-logging-config
Jun 09 15:41:51.683 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_editconfig.cpp:187|registerEditorForXPath|Successfully registered NetConf Editor instance for /enb-internal/fapi-logging
Jun 09 15:41:51.683 drax-ora user.info |10:632833920|APPL_NETCONF|       |-|do/APPL-TCC/production/native/application/datastoreApplication/module/ddGenAccelleranEnbInternal_Model.cpp:136|registerPathHandlers|Successfully registered all 35 editors for AccelleranEnbInternal
Jun 09 15:41:51.685 drax-ora user.debug|10:632833920|APPL_MAIN|ENTER  |-|application/main/module/cloud/oran/oranController.cpp:116|main|void
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:117|main|ORANController - start
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:120|main|Product ID: APPL-TCC
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:124|main|Timestamp: Tue Jun 9 14:47:16 2020
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:127|main|Git Commit: a47e14d773b2352230bdf20d14542b13a14fbb0f
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:130|main|Git Branch: HEAD
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:133|main|Git Status: UNMODIFIED
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_MAIN|       |-|application/main/module/cloud/oran/oranController.cpp:136|main|STARTING Open RAN Controller
Jun 09 15:41:51.685 drax-ora user.notice |10:632833920|APPL_DATADIST|REPORT |-|framework/distributeddata/module/redisclient_if.cpp:460|getConnection|Successfully connected to REDIS server 10.20.20.20
Jun 09 15:41:51.685 drax-ora user.info |10:632833920|APPL_DATADIST|       |-|framework/distributeddata/module/redisclient_if.cpp:462|getConnection|Successfully selected DB instance 0
Jun 09 15:41:51.693 drax-ora user.info |10:632833920|APPL_TR69|       |-|application/remoteManagement/netconf/module/netconf_ifprod.cpp:184|setRemoteMgmtNetConf|Selecting NetConf as the remote management interface
Jun 09 15:41:51.693 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_main.cpp:328|oranInit|Successfully started Open RAN module with channelId 34
Jun 09 15:41:51.693 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_ifprod.cpp:292|destroyAllL3Instances|Clean up all pending resources
Jun 09 15:41:51.693 drax-ora user.alert |10:632829696|FRM_SUTIL|       |-|framework/system/utils/module/sysUtil.cpp:303|readFile|Can't open file </data/l3-delete.yaml>
Jun 09 15:41:51.693 drax-ora user.error |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:765|OranOrchestrationCommandGenerator|Cannot read from file /data/l3-delete.yaml
Jun 09 15:41:51.693 drax-ora user.alert |10:632829696|FRM_SUTIL|       |-|framework/system/utils/module/sysUtil.cpp:303|readFile|Can't open file </data/l3-delete-all.yaml>
Jun 09 15:41:51.693 drax-ora user.error |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:765|OranOrchestrationCommandGenerator|Cannot read from file 
Jun 09 15:41:51.693 drax-ora user.alert |10:632829696|FRM_SUTIL|       |-|framework/system/utils/module/sysUtil.cpp:303|readFile|Can't open file </data/l3-namespace-delete.yaml>
Jun 09 15:41:51.694 drax-ora user.error |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:765|OranOrchestrationCommandGenerator|Cannot read from file /data/l3-namespace-delete.yaml
Jun 09 15:41:51.694 drax-ora user.alert |10:632829696|FRM_SUTIL|       |-|framework/system/utils/module/sysUtil.cpp:303|readFile|Can't open file </data/l3-service-delete.yaml>
Jun 09 15:41:51.694 drax-ora user.error |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:765|OranOrchestrationCommandGenerator|Cannot read from file /data/l3-service-delete.yaml
Jun 09 15:41:51.694 drax-ora user.notice |10:632829696|APPL_DATADIST|REPORT |-|framework/distributeddata/module/redisclient_if.cpp:460|getConnection|Successfully connected to REDIS server 10.20.20.20
Jun 09 15:41:51.694 drax-ora user.info |10:632829696|APPL_DATADIST|       |-|framework/distributeddata/module/redisclient_if.cpp:462|getConnection|Successfully selected DB instance 0
Jun 09 15:41:51.694 drax-ora user.info |2:543725312|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_responsequeue.cpp:70|initImplementation|Successfully created the libnetconf2 response queue
Jun 09 15:41:51.694 drax-ora user.info |2:543725312|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_init.cpp:117|localStartNetconfThread|Successfully started new thread, threadId = 2
Jun 09 15:41:51.694 drax-ora user.info |2:543725312|APPL_NETCONF|       |-|application/remoteManagement/netconf/module/netconf_init.cpp:134|init|Successfully started netconf thread
Jun 09 15:41:51.703 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:646|execute|Sending http(s) request to http://10.20.20.20:8080/api/v1/namespaces/default/pods?labelSelector=app=l3-pod&gracePeriodSeconds=0 with content (null)
Jun 09 15:41:51.708 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:392|createNetconfServer|Successfully created a Netconf Server Instance using libNetConf2, max nunber of simultaneous sessions = 1, connections are secured
Jun 09 15:41:51.709 drax-ora user.notice |0:631777024|APPL_DATADIST|REPORT |-|framework/distributeddata/module/redisclient_if.cpp:460|getConnection|Successfully connected to REDIS server 10.20.20.20
Jun 09 15:41:51.709 drax-ora user.info |0:631777024|APPL_DATADIST|       |-|framework/distributeddata/module/redisclient_if.cpp:462|getConnection|Successfully selected DB instance 0
Jun 09 15:41:51.728 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module accelleran-enb from accelleran-enb@2020-02-12.yang
Jun 09 15:41:51.732 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module accelleran-enb-internal from accelleran-enb-internal@2020-02-18.yang
Jun 09 15:41:51.732 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module accelleran-custom-rpcs from accelleran-custom-rpcs@2020-02-19.yang
libyang[1]: Missing status in deprecated subtree (/ietf-yang-library:{grouping}[module-list]/{grouping}[schema-leaf]/schema), inheriting.
Jun 09 15:41:51.738 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module ietf-yang-library from ietf-yang-library@2019-01-04.yang
Jun 09 15:41:51.740 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module ietf-netconf-monitoring from ietf-netconf-monitoring.yin
Jun 09 15:41:51.745 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module ietf-netconf from ietf-netconf.yin
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:197|localAddModule|Successfully added module ietf-netconf-with-defaults from ietf-netconf-with-defaults.yin
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:285|localSetupModel|Successfully setup models,try to set the server writable
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:219|localEnableWritableRunning|Successfully set Running instance to writable
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:240|localSetFeatures|Successfully integrated-gnss and cbrs
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:317|localAddCallback|Successfully added callback function for /ietf-netconf:get
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:317|localAddCallback|Successfully added callback function for /ietf-netconf:get-config
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:317|localAddCallback|Successfully added callback function for /accelleran-custom-rpcs:reboot
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:337|localSetupRPCCallbacks|Netconf started with writable running instance, enable the edit-config rpc
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:317|localAddCallback|Successfully added callback function for /ietf-netconf:edit-config
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:358|setupNetconfModel|Successfully initialised Netconf Model
Jun 09 15:41:51.746 drax-ora user.notice |0:631777024|APPL_NETCONF|REPORT |-|application/remoteManagement/netconf/module/libnetconf2/libnetconf2_ncnetworkserver.cpp:467|localStartSSHNetconfServer|Successfully started SSH netconf server
Jun 09 15:41:51.953 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:678|execute|Successfully sent DELETE request to http://10.20.20.20:8080/api/v1/namespaces/default/pods?labelSelector=app=l3-pod&gracePeriodSeconds=0
Jun 09 15:41:51.953 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_ifprod.cpp:351|destroyAllL3Instances|Successfully requested : http://10.20.20.20:8080/api/v1/namespaces/default/pods?labelSelector=app=l3-pod&gracePeriodSeconds=0
Jun 09 15:41:51.954 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:646|execute|Sending http(s) request to http://10.20.20.20:8080/api/v1/namespaces/default/configmaps?labelSelector=app=l3-pod with content (null)
Jun 09 15:41:51.954 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:678|execute|Successfully sent DELETE request to http://10.20.20.20:8080/api/v1/namespaces/default/configmaps?labelSelector=app=l3-pod
Jun 09 15:41:51.954 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_ifprod.cpp:351|destroyAllL3Instances|Successfully requested : http://10.20.20.20:8080/api/v1/namespaces/default/pods?labelSelector=app=l3-pod&gracePeriodSeconds=0
Jun 09 15:41:51.954 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:988|splitWhiteSpace|End of iteration
Jun 09 15:41:51.954 drax-ora user.notice |10:632829696|APPL_DATADIST|REPORT |-|framework/distributeddata/module/redisclient_if.cpp:460|getConnection|Successfully connected to REDIS server 10.20.20.20
Jun 09 15:41:51.954 drax-ora user.info |10:632829696|APPL_DATADIST|       |-|framework/distributeddata/module/redisclient_if.cpp:462|getConnection|Successfully selected DB instance 0
Jun 09 15:41:51.956 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:646|execute|Sending http(s) request to http://10.20.20.20:8080/api/v1/namespaces with content apiVersion: v1
kind: Namespace
metadata:
  name: default

Jun 09 15:41:51.956 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_tools.cpp:671|execute|Successfully sent POST request to http://10.20.20.20:8080/api/v1/namespaces
Jun 09 15:41:51.956 drax-ora user.info |10:632829696|APPL_ORAN|       |-|application/oran/module/oran_orchestration_kubernetes_ifprod.cpp:415|createNamespace|Successfully requested namespace CREATE for default to  http://10.20.20.20:8080/api/v1/namespaces
Jun 09 15:41:51.956 drax-ora user.info |10:632829696|APPL_BEACON|       |-|application/beacon/module/message_handling.cpp:74|beaconInit|Successfully setup the beacon module
Jun 09 15:41:51.956 drax-ora user.info |10:632829696|APPL_BEACON|       |-|application/beacon/module/message_handling.cpp:123|beaconHandler|Successfully registered handler for beacon watching
